City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Date
Amaravati,7.45,20.5,3.99,8.92,8.08,14.63,0.88,8.35,16.01,60.0,Satisfactory,2018-08-14
Amaravati,15.32,45.04,3.13,10.48,8.12,15.07,0.88,8.93,14.12,52.0,Satisfactory,2018-08-15
Amaravati,8.84,23.71,3.77,6.74,6.74,18.92,0.95,8.39,21.01,54.0,Satisfactory,2018-08-16
Amaravati,11.39,24.61,3.02,7.96,6.77,13.6,0.96,11.82,26.34,63.0,Satisfactory,2018-08-17
Amaravati,12.51,32.52,2.71,6.6,5.8,14.61,0.86,9.47,28.28,53.0,Satisfactory,2018-08-18
Amaravati,8.71,14.17,1.36,6.04,4.31,20.04,1.03,8.12,22.3,56.0,Satisfactory,2018-08-19
Amaravati,11.3,27.28,5.81,11.69,11.08,9.62,1.2,9.05,24.93,112.0,Moderate,2018-08-21
Amaravati,7.0,7.8,1.7,7.66,5.45,17.12,1.08,8.39,17.77,75.0,Satisfactory,2018-08-22
Amaravati,15.76,40.74,4.78,19.03,14.1,16.38,1.36,9.46,23.34,89.0,Satisfactory,2018-08-24
Amaravati,18.79,60.26,5.2,20.45,15.18,18.52,1.1,10.01,22.54,76.0,Satisfactory,2018-08-25
Amaravati,15.05,43.47,3.3,14.59,10.44,19.91,0.95,10.12,22.85,78.0,Satisfactory,2018-08-26
Amaravati,10.1,23.92,4.73,13.33,11.02,19.26,0.87,9.24,20.67,66.0,Satisfactory,2018-08-27
Amaravati,14.43,43.47,6.66,16.04,14.03,17.73,0.95,9.76,24.54,61.0,Satisfactory,2018-08-28
Amaravati,22.65,57.46,4.52,16.8,12.7,19.88,1.18,8.89,29.44,83.0,Satisfactory,2018-08-29
Amaravati,28.45,81.89,6.68,19.36,15.81,20.7,1.39,9.78,29.76,87.0,Satisfactory,2018-08-30
Amaravati,24.94,69.22,3.56,19.99,13.29,20.42,1.4,11.98,28.1,97.0,Satisfactory,2018-08-31
Amaravati,26.24,62.75,4.63,21.34,15.23,24.55,1.68,11.17,27.98,98.0,Satisfactory,2018-09-01
Amaravati,30.6,76.16,7.16,24.63,18.91,22.37,1.71,11.64,24.36,99.0,Satisfactory,2018-09-02
Amaravati,21.81,78.68,12.19,23.75,22.67,21.76,1.64,11.8,29.05,94.0,Satisfactory,2018-09-03
Amaravati,24.22,86.08,9.81,26.49,22.16,21.11,1.68,11.54,26.93,98.0,Satisfactory,2018-09-04
Amaravati,19.82,71.36,5.45,17.14,13.64,20.62,1.82,12.89,29.25,102.0,Moderate,2018-09-05
Amaravati,25.11,81.43,6.01,21.87,16.61,16.71,1.57,11.73,31.81,96.0,Satisfactory,2018-09-06
Amaravati,31.3,101.05,9.49,25.22,21.23,18.06,1.48,11.06,35.61,90.0,Satisfactory,2018-09-07
Amaravati,27.1,89.38,11.58,21.31,20.76,23.69,1.54,10.21,28.77,106.0,Moderate,2018-09-08
Amaravati,33.28,75.5,10.44,32.4,25.96,23.03,1.11,8.91,30.15,88.0,Satisfactory,2018-09-11
Amaravati,40.66,82.62,4.78,23.58,16.52,21.37,0.76,10.9,38.55,103.0,Moderate,2018-09-12
Amaravati,40.56,66.97,2.56,17.56,11.42,22.66,0.62,11.29,37.87,76.0,Satisfactory,2018-09-13
Amaravati,37.93,67.4,3.85,20.86,14.32,19.44,0.78,8.91,34.81,68.0,Satisfactory,2018-09-14
Amaravati,31.64,69.39,2.6,18.65,11.86,24.14,0.66,9.58,39.56,75.0,Satisfactory,2018-09-15
Amaravati,22.12,34.83,3.73,16.1,11.69,18.14,1.34,10.48,41.51,89.0,Satisfactory,2018-09-18
Amaravati,29.25,52.84,4.16,17.41,12.79,17.82,0.81,11.24,42.2,79.0,Satisfactory,2018-09-19
Amaravati,38.32,80.97,3.61,26.27,16.89,18.04,0.65,13.38,25.95,65.0,Satisfactory,2018-09-20
Amaravati,35.02,71.42,2.84,21.04,13.5,19.86,0.74,6.28,41.37,80.0,Satisfactory,2018-09-21
Amaravati,24.29,50.33,3.45,13.45,10.13,18.22,0.97,14.1,47.86,81.0,Satisfactory,2018-09-22
Amaravati,19.69,50.18,3.1,12.18,9.0,16.71,0.43,12.28,27.91,52.0,Satisfactory,2018-09-23
Amaravati,18.81,50.51,6.24,14.01,12.61,15.48,0.92,14.67,20.67,89.0,Satisfactory,2018-09-24
Amaravati,26.13,60.44,8.3,22.94,19.06,19.43,0.82,27.0,30.84,59.0,Satisfactory,2018-09-25
Amaravati,24.08,45.81,8.17,27.49,21.37,18.56,0.84,13.47,27.49,62.0,Satisfactory,2018-09-26
Amaravati,21.81,37.31,6.87,28.22,20.75,19.6,0.62,17.33,25.36,52.0,Satisfactory,2018-09-27
Amaravati,14.58,41.04,15.55,15.29,20.86,15.78,0.85,14.92,20.11,61.0,Satisfactory,2018-09-29
Amaravati,8.98,37.07,6.59,12.51,12.1,18.93,0.75,8.48,21.47,49.0,Good,2018-10-01
Amaravati,9.7,30.1,20.22,13.81,23.79,16.77,0.72,7.25,14.92,48.0,Good,2018-10-02
Amaravati,25.88,56.44,6.94,17.79,15.2,15.01,0.84,12.41,27.48,56.0,Satisfactory,2018-10-05
Amaravati,49.7,109.35,8.38,25.91,20.65,17.96,0.76,14.31,46.63,80.0,Satisfactory,2018-10-06
Amaravati,68.66,163.06,11.84,36.24,28.91,26.12,0.86,10.92,28.42,121.0,Moderate,2018-10-07
Amaravati,65.16,184.84,22.45,52.69,46.28,18.53,1.07,25.5,37.46,142.0,Moderate,2018-10-09
Amaravati,52.88,172.08,5.52,26.45,18.96,21.36,0.81,31.74,57.33,154.0,Moderate,2018-10-10
Amaravati,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,130.0,Moderate,2018-10-12
Amaravati,47.2,116.44,5.83,28.13,19.71,19.97,0.88,16.73,36.92,109.0,Moderate,2018-10-13
Amaravati,39.22,102.6,4.9,24.58,17.06,22.01,0.95,10.6,25.73,113.0,Moderate,2018-10-14
Amaravati,36.86,76.61,8.26,27.36,21.36,20.86,1.09,9.33,21.11,91.0,Satisfactory,2018-10-15
Amaravati,34.41,72.03,10.35,25.38,22.0,19.19,1.07,10.8,21.99,77.0,Satisfactory,2018-10-16
Amaravati,22.05,48.93,6.04,18.92,15.15,19.77,0.94,10.51,26.78,80.0,Satisfactory,2018-10-17
Amaravati,71.31,155.98,11.55,25.88,23.25,14.58,1.29,11.32,34.32,149.0,Moderate,2018-10-23
Amaravati,63.54,130.58,4.41,25.81,17.47,15.53,1.17,19.34,47.53,133.0,Moderate,2018-10-24
Amaravati,56.53,128.8,9.84,36.38,27.43,16.01,1.18,13.43,41.17,122.0,Moderate,2018-10-26
Amaravati,69.42,167.05,1.79,45.82,25.35,14.06,1.35,23.42,39.0,133.0,Moderate,2018-10-27
Amaravati,53.53,119.1,1.52,38.23,21.54,13.73,0.88,15.52,37.22,133.0,Moderate,2018-10-28
Amaravati,48.33,115.41,1.38,36.77,20.23,15.37,1.16,28.74,37.42,118.0,Moderate,2018-10-29
Amaravati,58.65,125.68,1.23,36.24,20.27,14.82,1.26,14.54,31.09,118.0,Moderate,2018-10-30
Amaravati,33.33,65.58,1.24,19.63,11.45,12.35,0.88,10.4,32.06,98.0,Satisfactory,2018-10-31
Amaravati,12.7,38.49,4.68,30.66,20.22,1.62,0.89,8.59,23.45,75.0,Satisfactory,2018-11-03
Amaravati,16.86,36.56,4.6,26.48,17.83,2.72,0.55,10.19,21.33,45.0,Good,2018-11-04
Amaravati,21.58,68.71,20.4,39.44,37.67,3.41,0.73,10.43,19.42,61.0,Satisfactory,2018-11-05
Amaravati,23.22,64.84,20.42,39.56,37.74,2.15,0.89,10.33,21.33,86.0,Satisfactory,2018-11-06
Amaravati,28.39,71.27,11.5,45.23,33.61,0.3,1.04,10.36,35.14,70.0,Satisfactory,2018-11-07
Amaravati,51.51,111.28,20.08,57.93,47.24,2.03,1.07,12.3,26.53,105.0,Moderate,2018-11-09
Amaravati,56.85,115.5,16.11,62.91,46.64,2.73,0.82,18.89,27.44,106.0,Moderate,2018-11-10
Amaravati,68.25,129.41,15.11,65.0,46.85,3.53,1.22,25.14,30.3,120.0,Moderate,2018-11-11
Amaravati,84.48,164.24,14.25,80.74,54.62,3.19,1.21,30.44,33.39,156.0,Moderate,2018-11-12
Amaravati,77.38,173.47,22.55,75.54,58.58,4.88,1.15,30.69,35.94,182.0,Moderate,2018-11-13
Amaravati,71.23,160.66,15.11,89.44,59.86,3.45,1.48,38.91,32.4,144.0,Moderate,2018-11-14
Amaravati,16.21,48.0,13.93,43.42,34.5,8.82,0.87,7.51,17.51,64.0,Satisfactory,2018-11-17
Amaravati,19.48,46.57,14.56,35.92,30.95,10.76,0.84,7.49,15.47,56.0,Satisfactory,2018-11-18
Amaravati,26.8,66.67,5.44,38.81,25.15,9.87,1.03,9.65,22.63,80.0,Satisfactory,2018-11-19
Amaravati,48.35,100.01,3.87,38.27,23.58,10.18,1.07,12.15,35.86,88.0,Satisfactory,2018-11-20
Amaravati,50.02,100.82,3.59,47.93,28.6,7.09,0.89,16.66,43.61,102.0,Moderate,2018-11-21
Amaravati,85.11,183.15,9.11,97.16,59.17,3.61,1.28,17.17,37.99,189.0,Moderate,2018-11-26
Amaravati,93.95,190.73,19.47,105.22,71.79,3.81,1.81,20.78,39.9,190.0,Moderate,2018-11-27
Amaravati,80.96,152.44,4.73,89.01,51.18,2.95,1.51,15.71,41.41,215.0,Poor,2018-11-28
Amaravati,77.86,159.49,10.69,90.28,56.71,4.66,1.16,14.21,22.45,145.0,Moderate,2018-12-01
Amaravati,70.89,125.4,3.58,68.12,39.14,1.79,1.17,13.87,29.82,160.0,Moderate,2018-12-02
Amaravati,74.34,129.57,4.54,69.78,40.81,3.38,1.09,14.03,33.95,130.0,Moderate,2018-12-03
Amaravati,97.09,143.69,4.09,86.95,49.58,1.52,1.11,13.62,33.03,176.0,Moderate,2018-12-04
Amaravati,89.63,137.58,4.32,76.89,44.42,10.9,1.6,14.31,32.5,245.0,Poor,2018-12-05
Amaravati,100.1,155.25,4.45,92.4,52.76,6.31,0.76,10.86,27.99,209.0,Poor,2018-12-07
Amaravati,110.12,172.67,5.15,92.9,53.61,8.66,1.37,11.12,33.26,256.0,Poor,2018-12-08
Amaravati,111.21,170.04,4.42,76.7,44.4,10.99,1.47,10.17,31.17,266.0,Poor,2018-12-09
Amaravati,107.24,162.72,5.85,72.27,43.16,13.91,1.14,9.58,28.5,276.0,Poor,2018-12-10
Amaravati,89.07,160.83,5.59,72.19,42.93,17.31,1.23,11.7,29.51,218.0,Poor,2018-12-11
Amaravati,93.1,163.9,5.46,77.58,45.71,16.59,0.97,13.75,33.59,206.0,Poor,2018-12-12
Amaravati,90.61,164.19,5.37,74.89,44.2,16.85,1.07,17.68,31.59,180.0,Moderate,2018-12-14
Amaravati,96.57,174.31,3.33,57.77,33.44,18.28,1.1,23.81,39.75,217.0,Poor,2018-12-15
Amaravati,78.15,137.52,3.6,50.62,29.86,20.78,0.96,23.87,26.46,211.0,Poor,2018-12-16
Amaravati,19.26,22.54,2.0,30.38,17.79,21.15,0.7,10.94,18.91,90.0,Satisfactory,2018-12-17
Amaravati,10.89,19.98,2.2,28.6,17.01,22.45,0.45,12.41,17.5,49.0,Good,2018-12-18
Amaravati,16.38,33.04,4.77,39.69,24.99,23.12,0.67,44.59,19.12,46.0,Good,2018-12-19
Amaravati,48.88,84.99,6.61,63.12,38.95,19.24,0.94,29.45,23.97,81.0,Satisfactory,2018-12-21
Amaravati,55.24,81.9,3.65,55.65,32.57,17.93,1.17,13.62,27.34,89.0,Satisfactory,2018-12-22
Amaravati,83.4,121.25,2.86,46.47,27.04,20.01,1.0,12.32,32.68,136.0,Moderate,2018-12-23
Amaravati,93.78,142.65,5.55,67.51,40.43,19.51,1.34,42.75,29.16,199.0,Moderate,2018-12-24
Amaravati,92.72,135.61,13.43,77.45,52.11,19.49,1.16,20.19,24.79,221.0,Poor,2018-12-25
Amaravati,76.48,114.53,12.45,69.63,47.16,18.65,1.08,13.32,24.73,178.0,Moderate,2018-12-26
Amaravati,73.19,127.1,13.43,69.17,47.7,21.66,0.92,25.43,22.5,119.0,Moderate,2018-12-28
Amaravati,82.53,145.06,5.44,67.17,40.16,21.34,1.01,28.57,24.03,153.0,Moderate,2018-12-29
Amaravati,95.18,154.73,4.57,76.4,44.35,15.29,1.34,33.25,30.68,202.0,Poor,2018-12-30
Amaravati,79.29,136.71,4.24,74.24,42.93,15.82,1.1,40.52,28.79,191.0,Moderate,2018-12-31
Amaravati,83.17,140.9,6.56,83.38,49.69,15.16,1.09,30.85,24.84,183.0,Moderate,2019-01-01
Amaravati,109.97,189.28,13.93,124.57,77.59,10.65,1.38,48.92,30.25,210.0,Poor,2019-01-02
Amaravati,139.38,230.27,35.59,140.17,103.49,8.7,1.24,42.26,20.87,304.0,Very Poor,2019-01-03
Amaravati,126.47,187.83,9.48,106.1,64.14,9.27,1.43,15.29,26.24,312.0,Very Poor,2019-01-04
Amaravati,127.94,196.3,6.73,92.41,54.63,11.1,1.33,15.9,28.51,304.0,Very Poor,2019-01-05
Amaravati,126.66,184.73,9.63,94.51,58.1,13.66,1.45,11.75,26.07,306.0,Very Poor,2019-01-06
Amaravati,121.47,215.5,17.24,103.31,68.98,13.63,1.5,16.53,24.55,302.0,Very Poor,2019-01-07
Amaravati,118.17,219.63,36.87,121.38,94.54,11.21,1.25,39.68,21.18,298.0,Poor,2019-01-08
Amaravati,97.45,225.75,12.68,121.94,75.16,10.39,0.86,66.39,27.23,274.0,Poor,2019-01-09
Amaravati,115.23,198.47,14.96,113.39,72.47,7.38,0.78,9.43,20.07,270.0,Poor,2019-01-10
Amaravati,121.81,193.4,11.17,100.16,62.36,8.62,0.96,10.56,24.73,302.0,Very Poor,2019-01-11
Amaravati,99.69,157.03,5.83,71.61,42.84,15.19,0.5,10.52,24.22,257.0,Poor,2019-01-12
Amaravati,92.66,146.49,4.86,57.32,34.44,17.36,0.64,12.33,25.51,212.0,Poor,2019-01-13
Amaravati,116.99,172.92,2.91,58.43,33.44,17.38,0.44,12.91,26.84,256.0,Poor,2019-01-14
Amaravati,120.33,182.65,5.68,60.37,36.74,17.46,1.02,26.39,21.83,301.0,Very Poor,2019-01-15
Amaravati,108.43,159.44,3.49,50.62,29.77,17.97,0.7,6.49,24.73,274.0,Poor,2019-01-16
Amaravati,118.0,174.01,3.46,58.6,33.99,16.97,0.82,13.73,24.69,262.0,Poor,2019-01-17
Amaravati,107.94,163.17,5.64,63.17,38.2,18.79,0.8,26.75,21.59,287.0,Poor,2019-01-18
Amaravati,108.34,173.27,13.44,61.22,43.49,22.53,0.72,11.71,23.64,262.0,Poor,2019-01-19
Amaravati,96.45,159.1,17.23,71.77,52.18,17.22,0.91,16.0,22.52,242.0,Poor,2019-01-20
Amaravati,90.25,141.29,7.53,64.26,40.3,18.38,0.55,14.8,25.31,204.0,Poor,2019-01-21
Amaravati,100.34,165.55,20.01,60.14,48.26,20.43,0.85,13.57,24.82,230.0,Poor,2019-01-22
Amaravati,62.75,117.55,4.15,49.18,29.54,21.17,0.55,13.17,28.15,171.0,Moderate,2019-01-23
Amaravati,62.74,108.94,6.36,43.14,28.2,20.36,0.87,11.48,20.37,113.0,Moderate,2019-01-24
Amaravati,34.51,63.23,3.87,38.2,23.52,21.38,0.72,12.19,17.24,96.0,Satisfactory,2019-01-25
Amaravati,15.12,40.61,2.65,22.75,14.26,22.92,0.38,8.37,19.39,56.0,Satisfactory,2019-01-26
Amaravati,27.25,49.07,2.38,27.55,16.59,22.29,0.44,11.04,19.68,48.0,Good,2019-01-27
Amaravati,51.67,70.71,5.29,55.79,34.06,17.58,1.28,15.66,20.15,91.0,Satisfactory,2019-01-28
Amaravati,54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,25.38,96.0,Satisfactory,2019-01-29
Amaravati,47.81,99.22,5.98,65.34,39.69,17.61,1.02,26.84,36.53,111.0,Moderate,2019-01-30
Amaravati,84.99,137.17,5.14,71.78,42.43,12.16,1.39,15.58,47.94,143.0,Moderate,2019-01-31
Amaravati,63.05,111.15,5.4,68.18,40.73,15.31,1.06,13.42,47.46,141.0,Moderate,2019-02-01
Amaravati,71.09,128.56,29.13,85.01,68.98,14.32,1.15,10.68,40.2,130.0,Moderate,2019-02-02
Amaravati,76.78,129.54,6.08,69.13,41.71,13.58,1.27,17.71,48.7,149.0,Moderate,2019-02-03
Amaravati,73.21,129.76,3.04,61.14,35.07,15.38,1.11,16.63,62.74,150.0,Moderate,2019-02-04
Amaravati,81.64,146.56,13.08,83.44,55.08,14.61,1.58,12.92,43.18,159.0,Moderate,2019-02-05
Amaravati,81.71,142.46,15.23,74.7,49.36,10.83,1.03,18.7,37.16,178.0,Moderate,2019-02-06
Amaravati,75.52,125.82,7.69,25.85,20.1,10.97,0.74,12.37,32.23,159.0,Moderate,2019-02-07
Amaravati,58.02,96.18,2.61,16.37,10.79,17.41,0.76,8.47,38.97,126.0,Moderate,2019-02-08
Amaravati,65.56,128.56,6.38,23.26,17.36,16.81,0.86,16.7,34.16,115.0,Moderate,2019-02-09
Amaravati,56.98,148.8,1.02,16.86,9.76,13.91,0.52,10.21,32.14,136.0,Moderate,2019-02-10
Amaravati,74.5,119.5,3.19,17.12,11.14,16.46,0.66,10.22,39.91,131.0,Moderate,2019-02-11
Amaravati,66.61,121.81,4.03,26.18,17.28,13.97,0.66,9.84,39.63,137.0,Moderate,2019-02-12
Amaravati,70.86,142.17,3.01,28.42,17.6,14.9,0.74,10.43,41.96,121.0,Moderate,2019-02-13
Amaravati,69.96,130.91,15.49,35.52,31.56,16.42,0.84,9.78,37.99,157.0,Moderate,2019-02-14
Amaravati,60.11,101.22,2.29,22.82,13.91,16.94,0.7,6.98,40.95,116.0,Moderate,2019-02-15
Amaravati,33.9,64.61,2.59,15.97,10.54,14.52,0.55,7.78,32.91,87.0,Satisfactory,2019-02-16
Amaravati,31.75,58.96,1.38,13.31,8.16,12.92,0.54,13.52,27.85,58.0,Satisfactory,2019-02-17
Amaravati,34.8,72.77,7.55,17.35,15.37,10.31,0.59,12.99,24.83,74.0,Satisfactory,2019-02-18
Amaravati,32.07,63.36,8.59,17.16,16.19,11.98,0.72,10.51,19.85,90.0,Satisfactory,2019-02-19
Amaravati,30.32,66.4,7.19,15.26,14.04,9.84,0.58,10.5,24.21,61.0,Satisfactory,2019-02-20
Amaravati,38.35,95.79,18.66,21.18,26.51,9.69,0.72,8.3,27.25,96.0,Satisfactory,2019-02-21
Amaravati,36.92,106.73,26.53,25.18,35.05,10.43,0.64,14.78,30.4,96.0,Satisfactory,2019-02-22
Amaravati,43.16,149.98,43.76,28.73,50.94,9.94,0.8,9.67,31.72,126.0,Moderate,2019-02-23
Amaravati,42.51,121.35,18.77,24.64,28.36,13.1,0.53,14.5,35.13,131.0,Moderate,2019-02-24
Amaravati,33.88,80.8,3.59,18.86,13.05,14.69,0.51,13.5,30.89,95.0,Satisfactory,2019-02-25
Amaravati,22.47,52.83,3.89,12.56,9.93,11.9,0.46,11.27,19.85,62.0,Satisfactory,2019-02-26
Amaravati,14.78,39.26,2.82,8.15,6.69,9.17,0.4,10.43,23.58,64.0,Satisfactory,2019-02-27
Amaravati,20.92,49.94,3.23,13.32,9.81,9.1,0.56,15.85,25.36,60.0,Satisfactory,2019-02-28
Amaravati,27.08,59.54,2.49,9.07,6.97,11.97,0.52,11.04,33.63,101.0,Moderate,2019-03-01
Amaravati,23.72,51.79,2.9,8.11,6.76,10.79,0.44,8.55,27.48,63.0,Satisfactory,2019-03-02
Amaravati,22.49,54.86,5.46,12.0,10.75,11.3,0.43,5.49,23.63,57.0,Satisfactory,2019-03-03
Amaravati,21.59,52.32,2.9,10.62,8.02,11.85,0.41,11.52,19.77,54.0,Satisfactory,2019-03-04
Amaravati,34.44,76.9,3.11,13.02,9.5,12.13,0.5,14.74,33.17,61.0,Satisfactory,2019-03-05
Amaravati,49.2,116.27,2.37,16.7,10.86,12.82,0.69,15.37,44.06,120.0,Moderate,2019-03-06
Amaravati,42.1,87.51,1.68,13.22,8.24,13.14,0.57,11.6,44.93,105.0,Moderate,2019-03-07
Amaravati,16.39,53.9,2.15,8.68,6.38,11.34,0.62,10.98,31.2,92.0,Satisfactory,2019-03-08
Amaravati,12.88,59.01,2.82,9.92,7.57,11.03,0.69,12.43,29.66,86.0,Satisfactory,2019-03-09
Amaravati,10.66,47.74,4.02,8.02,7.5,9.45,0.35,12.07,22.33,56.0,Satisfactory,2019-03-10
Amaravati,12.77,50.79,2.6,8.45,6.56,8.86,0.53,14.06,22.67,78.0,Satisfactory,2019-03-11
Amaravati,27.0,90.58,5.03,15.67,12.51,9.74,0.41,13.33,27.15,74.0,Satisfactory,2019-03-12
Amaravati,32.79,104.04,4.4,17.4,12.91,11.1,0.4,9.21,31.25,97.0,Satisfactory,2019-03-13
Amaravati,39.77,129.33,14.09,24.88,24.78,9.4,0.45,8.16,27.19,107.0,Moderate,2019-03-14
Amaravati,43.78,124.06,6.29,19.29,15.47,9.87,0.64,11.35,29.47,130.0,Moderate,2019-03-15
Amaravati,40.96,101.35,4.18,14.19,11.01,10.37,0.46,7.42,22.03,110.0,Moderate,2019-03-16
Amaravati,40.08,93.9,6.5,14.86,12.92,11.63,0.58,7.89,28.04,98.0,Satisfactory,2019-03-17
Amaravati,22.52,69.14,7.47,13.59,13.38,7.71,0.56,10.99,21.12,101.0,Moderate,2019-03-18
Amaravati,22.09,53.31,2.18,9.6,6.94,6.44,0.68,9.51,29.78,85.0,Satisfactory,2019-03-19
Amaravati,25.39,49.43,2.04,7.75,5.44,7.63,0.7,9.14,32.42,85.0,Satisfactory,2019-03-20
Amaravati,21.71,43.12,1.13,6.24,4.23,7.09,0.5,7.63,36.81,60.0,Satisfactory,2019-03-21
Amaravati,23.56,53.08,2.86,12.03,8.56,5.6,0.53,10.27,29.46,56.0,Satisfactory,2019-03-22
Amaravati,23.68,64.65,9.37,14.63,15.49,5.75,0.53,8.61,29.24,67.0,Satisfactory,2019-03-23
Amaravati,17.99,48.09,2.41,8.02,5.87,6.06,0.47,9.11,29.02,79.0,Satisfactory,2019-03-24
Amaravati,17.03,46.96,2.89,10.15,7.82,5.53,0.5,13.84,21.8,45.0,Good,2019-03-25
Amaravati,20.58,51.83,3.09,9.93,7.87,5.76,0.49,10.38,21.95,53.0,Satisfactory,2019-03-26
Amaravati,24.0,60.54,2.23,10.84,7.69,7.15,0.54,12.07,32.91,69.0,Satisfactory,2019-03-27
Amaravati,27.44,70.3,3.41,12.49,9.43,6.62,0.54,12.69,28.07,65.0,Satisfactory,2019-03-28
Amaravati,24.11,65.16,2.56,9.81,7.4,6.81,0.45,8.19,30.44,78.0,Satisfactory,2019-03-29
Amaravati,28.43,60.07,1.74,9.49,6.53,8.36,0.56,17.06,42.66,83.0,Satisfactory,2019-03-30
Amaravati,33.0,72.26,1.11,9.26,5.64,7.66,0.58,16.56,34.64,64.0,Satisfactory,2019-03-31
Amaravati,37.09,70.85,1.55,7.48,4.74,7.56,0.69,12.4,38.42,102.0,Moderate,2019-04-01
Amaravati,30.05,62.5,1.54,8.62,5.72,6.27,0.71,14.7,31.67,92.0,Satisfactory,2019-04-02
Amaravati,20.75,45.07,1.4,5.59,4.08,6.03,0.48,9.15,25.97,58.0,Satisfactory,2019-04-03
Amaravati,13.97,39.04,3.77,7.21,6.99,5.55,0.64,10.24,20.32,76.0,Satisfactory,2019-04-04
Amaravati,18.72,50.84,3.12,6.06,5.7,5.8,0.67,13.03,28.03,78.0,Satisfactory,2019-04-05
Amaravati,22.07,63.47,2.2,5.25,3.94,6.21,0.62,12.96,40.3,91.0,Satisfactory,2019-04-06
Amaravati,19.4,55.83,1.42,7.03,4.48,4.36,0.76,10.88,38.75,124.0,Moderate,2019-04-07
Amaravati,13.49,34.05,1.45,4.2,3.38,4.21,0.57,12.69,22.15,75.0,Satisfactory,2019-04-08
Amaravati,20.68,38.77,1.56,4.48,3.53,4.22,0.63,10.9,26.79,73.0,Satisfactory,2019-04-09
Amaravati,16.52,36.76,1.14,3.14,2.26,4.47,0.61,8.92,39.57,101.0,Moderate,2019-04-10
Amaravati,15.91,33.28,0.46,2.04,0.86,3.7,0.4,13.09,33.05,64.0,Satisfactory,2019-04-11
Amaravati,17.24,43.11,2.53,5.32,4.04,3.95,0.58,14.02,30.87,80.0,Satisfactory,2019-04-12
Amaravati,25.87,89.0,2.4,9.61,6.54,3.98,0.39,11.84,46.66,85.0,Satisfactory,2019-04-13
Amaravati,15.77,50.12,1.12,6.04,4.03,3.86,0.36,14.45,28.78,80.0,Satisfactory,2019-04-14
Amaravati,23.75,68.9,1.94,11.38,7.46,3.49,0.64,18.42,19.94,84.0,Satisfactory,2019-04-15
Amaravati,25.36,81.59,2.19,20.61,12.25,4.81,0.65,22.54,20.53,79.0,Satisfactory,2019-04-16
Amaravati,32.7,91.22,2.19,17.13,10.91,7.6,0.54,15.71,25.28,91.0,Satisfactory,2019-04-17
Amaravati,20.21,57.8,2.65,13.78,9.52,6.54,0.51,10.6,26.51,79.0,Satisfactory,2019-04-18
Amaravati,11.55,37.66,3.35,13.27,9.6,7.05,0.59,12.58,26.46,82.0,Satisfactory,2019-04-19
Amaravati,9.39,36.94,2.81,12.29,8.89,4.58,0.35,17.07,24.65,45.0,Good,2019-04-20
Amaravati,9.77,35.42,1.48,12.59,7.81,3.34,0.32,21.81,28.75,41.0,Good,2019-04-21
Amaravati,21.38,75.6,2.29,19.85,11.65,4.32,0.48,23.3,39.42,78.0,Satisfactory,2019-04-22
Amaravati,24.68,132.02,8.38,29.05,22.21,3.97,0.58,16.03,23.73,124.0,Moderate,2019-04-23
Amaravati,17.58,59.05,2.68,18.08,11.89,4.04,0.48,12.66,27.14,73.0,Satisfactory,2019-04-24
Amaravati,28.05,84.5,4.67,18.74,13.85,6.85,0.48,12.78,25.81,71.0,Satisfactory,2019-04-25
Amaravati,27.98,79.71,2.79,18.31,12.1,8.01,0.51,8.71,34.54,79.0,Satisfactory,2019-04-26
Amaravati,23.32,70.68,1.97,16.88,10.58,5.65,0.66,16.4,34.16,78.0,Satisfactory,2019-04-27
Amaravati,15.52,46.14,2.16,15.11,9.79,4.67,0.42,13.67,23.72,57.0,Satisfactory,2019-04-28
Amaravati,12.11,40.82,2.1,15.46,9.94,4.07,0.31,12.72,23.43,46.0,Good,2019-04-29
Amaravati,19.03,60.71,1.99,19.23,11.85,4.84,0.4,13.57,35.2,58.0,Satisfactory,2019-04-30
Amaravati,27.18,93.8,2.87,23.54,14.82,3.53,0.64,26.8,38.05,83.0,Satisfactory,2019-05-01
Amaravati,38.9,111.93,1.76,27.29,16.03,3.52,0.98,16.06,56.99,109.0,Moderate,2019-05-02
Amaravati,57.73,211.34,3.54,35.92,21.98,5.61,0.78,16.59,58.87,148.0,Moderate,2019-05-03
Amaravati,44.49,163.62,1.17,22.32,12.89,7.12,0.53,16.97,67.99,158.0,Moderate,2019-05-04
Amaravati,39.76,152.97,1.12,23.24,13.25,6.0,0.52,15.33,69.15,146.0,Moderate,2019-05-05
Amaravati,47.3,136.76,1.53,20.22,12.09,7.92,0.64,22.25,68.43,133.0,Moderate,2019-05-06
Amaravati,39.81,138.9,1.14,18.58,10.81,7.81,0.44,13.03,51.98,122.0,Moderate,2019-05-07
Amaravati,49.19,155.58,0.95,26.89,13.92,4.26,0.77,25.9,73.55,126.0,Moderate,2019-05-08
Amaravati,40.38,112.93,1.4,24.31,13.78,5.75,0.7,30.4,74.3,131.0,Moderate,2019-05-09
Amaravati,44.65,114.79,1.63,19.79,12.0,7.06,0.63,19.26,54.72,124.0,Moderate,2019-05-10
